7.7929647e-01,-7.1359469e-01,1.9306053e-01,1.0481325e+00,-4.0633269e-01,-1.1911560e-01,1.5861999e-01
-6.8804928e-01,-1.8889171e+00,1.2940174e+00,7.8248062e+00,1.2176210e+00,2.3515760e+00,-2.7191234e-01
-1.4514246e+00,-6.2401455e-01,2.1778176e+00,1.2825518e+01,3.9155664e+00,4.4622654e+00,-3.9081660e+00
-4.5605236e+00,-1.8509266e+00,1.6616124e+00,1.1640676e+01,4.4514925e+00,6.4704472e+00,-4.5016255e-01
-2.3113006e+00,-2.5246123e+00,5.6834035e-01,1.1317620e+01,5.8313681e+00,8.0310740e+00,-2.0732089e+00
-2.6957449e+00,-2.0607341e+00,1.2457483e+00,6.1216486e+00,3.4683879e+00,6.7447262e+00,4.1926661e-01
-2.9369525e+00,-2.4704284e+00,-1.3991293e+00,-3.6828185e+00,3.2594498e+00,7.4435041e+00,3.6395312e+00
9.6772046e-01,-2.4836953e+00,6.5114265e-01,-6.2869568e+00,-9.6853297e-01,4.2426853e+00,4.0178911e+00
9.2846095e-01,6.8906518e-01,1.7883528e+00,-1.2675866e+01,-2.8750630e+00,1.9698583e+00,3.4922552e+00
2.4596601e+00,1.1748706e+00,2.5296454e+00,-1.4388787e+01,-4.1653875e+00,9.9392927e-01,3.0901563e+00
2.8493879e-01,1.1934873e+00,1.6119115e+00,-1.7159917e+01,-3.3269390e+00,2.3233210e+00,4.8252349e+00
9.7974361e-01,2.1585034e-02,2.2350251e+00,-1.1954945e+01,-2.3946219e+00,3.6658279e+00,3.6704967e+00
-8.4190831e-01,-1.6261355e+00,1.8640773e+00,-7.1762732e+00,-2.1438933e-01,6.4708466e+00,4.1725881e+00
-2.0234135e+00,-1.5192921e+00,2.4376851e+00,-2.5231944e-01,2.5974379e+00,8.7990457e+00,1.4820005e+00
-2.5944982e+00,-2.9012437e-01,5.4914525e+00,8.2139373e+00,3.0499606e+00,8.7159191e+00,-1.8227389e+00
-3.6478961e+00,-3.5193059e+00,4.2651439e+00,1.1127142e+01,4.2312229e+00,1.1200938e+01,8.4112248e-01
-4.0006192e+00,-2.4304601e+00,3.2584327e+00,1.0523161e+01,6.2614135e+00,1.2304150e+01,-1.0712692e+00
-3.4764049e+00,-2.1388191e+00,2.4635754e+00,7.3269515e+00,6.0353333e+00,1.1918722e+01,-7.9483425e-01
-3.3249324e+00,-2.9243854e-01,4.5042611e+00,2.7089037e+00,1.9931056e+00,8.0323820e+00,7.2344470e-01
-1.9832159e+00,-1.7278072e+00,9.1209431e-01,-6.1157349e+00,1.8787637e+00,8.3088323e+00,3.5915200e+00
1.2574945e+00,4.6818713e-01,4.2321336e+00,-7.9080403e+00,-3.1055957e+00,2.9554505e+00,2.3882965e+00
2.4231799e+00,8.6149084e-02,2.8206546e+00,-1.2841336e+01,-4.0526100e+00,2.0196787e+00,3.7788584e+00
1.6511797e+00,2.1276694e+00,3.2364468e+00,-1.5228887e+01,-4.6594094e+00,4.8458741e-01,3.1743846e+00
1.9215809e+00,1.0136473e+00,2.2388174e+00,-1.3247455e+01,-3.5334933e+00,1.3576119e+00,2.9806843e+00
9.4718411e-02,-1.1519673e-01,1.2328140e+00,-9.9435999e+00,-1.5501072e+00,3.1270655e+00,3.4486229e+00
-7.2548248e-01,-4.4962893e-01,1.4161501e+00,-2.8013577e+00,7.8756462e-01,4.5742779e+00,1.1902537e+00
-2.0225069e+00,-1.8526962e+00,-2.2683572e-02,3.0173989e+00,4.2141219e+00,7.3478498e+00,8.2762490e-02
-5.1553473e+00,-4.9091415e-01,5.4895432e-01,6.4768163e+00,5.6950517e+00,7.7402314e+00,-8.5683757e-01
-3.5819462e+00,-2.6685803e+00,1.0293606e+00,1.2018372e+01,5.1304417e+00,7.4043212e+00,-7.8959893e-01
-2.0898149e+00,-2.9415478e+00,-1.0771307e+00,1.1270658e+01,6.8070534e+00,7.9664186e+00,-2.3424669e+00
-2.3705222e+00,-8.0657424e-01,8.5767818e-01,7.9703671e+00,3.1992107e+00,3.8342386e+00,-1.4024638e+00
-1.1428960e+00,9.0641382e-01,-3.6098750e-01,1.2730393e+00,2.1926616e+00,1.6235458e+00,-1.7415543e+00
2.1739629e+00,1.6527511e+00,9.0198548e-01,-1.9683883e+00,-1.8743041e+00,-2.7937172e+00,-1.6527940e+00
3.4629099e+00,2.5411362e+00,1.6679796e+00,-6.4516225e+00,-5.3822151e+00,-6.5352046e+00,-2.8470688e-01
3.2499668e+00,2.9840265e+00,2.4486240e-01,-1.1278530e+01,-5.8767014e+00,-7.6053150e+00,9.3757439e-01
3.7475799e+00,2.5962035e+00,-6.2388292e-01,-1.1105796e+01,-5.5454006e+00,-7.8493967e+00,7.5804242e-01
2.3476294e+00,1.4175911e+00,-1.6196629e+00,-9.0189308e+00,-4.3892155e+00,-6.8517197e+00,1.7715490e+00
7.0153493e-01,1.0713282e+00,-2.5588551e+00,-4.4527795e+00,-1.5345021e+00,-4.9220970e+00,4.6818025e-01
-1.9491218e-01,-3.2468532e-01,-3.0112745e+00,2.6573618e+00,9.7913599e-01,-2.8968757e+00,-7.2768224e-01
-1.6522475e+00,-7.1220600e-01,-2.0746967e+00,9.4570435e+00,2.1063117e+00,-2.2163984e+00,-1.6854926e+00
-1.8780542e+00,-5.9724745e-01,-2.9991701e+00,1.3476490e+01,4.9360919e+00,-6.0084337e-01,-4.3204255e+00
-2.7503791e+00,-1.4003528e+00,-2.4472922e+00,1.4620848e+01,3.7664618e+00,-1.3755775e+00,-2.4736559e+00
-5.1534099e-01,1.5161716e+00,-1.0874203e+00,1.4898847e+01,3.1702852e+00,-3.7562531e+00,-6.8042009e+00
-1.0746370e+00,-1.0576904e+00,-3.0551303e+00,7.5985197e+00,7.1433092e-01,-4.5545561e+00,-4.2916007e-01
2.8359713e+00,8.5460336e-01,-1.7628451e+00,4.6543012e+00,-2.0647951e+00,-8.2202188e+00,-2.8050441e+00
2.2656323e+00,7.7101175e-01,-4.7009016e+00,-5.5854289e+00,-2.5821660e+00,-8.5165960e+00,6.0974879e-01
5.1913419e+00,4.7021807e-01,-5.4793066e+00,-8.7356980e+00,-3.6195825e+00,-9.6530546e+00,2.6407602e-01
5.8676695e+00,3.5972912e+00,-2.8119073e+00,-8.7267211e+00,-5.5656994e+00,-1.2601930e+01,-2.3283642e+00
3.4826752e+00,1.8030342e+00,-4.0243345e+00,-1.0076284e+01,-5.2474573e+00,-1.1181437e+01,1.3829500e+00
2.6610224e+00,3.3396920e+00,-1.9773728e+00,-4.5171361e+00,-4.4473406e+00,-1.1115089e+01,-1.5223178e+00
1.8496498e+00,2.4167172e-01,-3.0319034e+00,1.6101659e+00,-1.8959790e+00,-7.6705466e+00,-7.8942671e-01
-1.1490532e-01,5.3014292e-01,-2.3961448e+00,7.6973034e+00,6.9137341e-01,-5.4475810e+00,-2.7693099e+00
-5.4930663e-01,-1.2190419e+00,-3.5914830e+00,1.2696407e+01,3.9440485e+00,-1.9998548e+00,-3.8266929e+00
-4.0989688e+00,-1.8381510e+00,-3.6653826e+00,1.2283784e+01,4.3272597e+00,-5.9083643e-01,-7.9297249e-01
-2.5869126e+00,-2.5168423e+00,-4.6732619e+00,1.2277052e+01,5.5784139e+00,7.7521212e-01,-1.8920363e+00
-1.5296695e+00,-2.3045159e+00,-4.5644072e+00,8.8601114e+00,4.3348770e+00,5.5500907e-02,-1.2659794e+00
-7.1434058e-01,1.1116028e+00,-5.3106045e-01,5.0782544e+00,-6.1519243e-01,-4.7331084e+00,-1.5394045e+00
8.5757067e-01,2.4426663e+00,-5.3574857e-01,-1.7415016e+00,-2.4643871e+00,-6.3468797e+00,-1.2164717e+00
2.6892376e+00,2.6451025e-01,-3.7776790e+00,-9.2780785e+00,-2.2466418e+00,-4.8889111e+00,1.5437574e+00
4.1680071e+00,1.8373107e+00,-1.1297036e+00,-1.0565571e+01,-5.2329296e+00,-7.4428575e+00,9.2914230e-01
4.0251569e+00,3.4389872e+00,6.7796512e-02,-1.0949069e+01,-5.3692785e+00,-7.6383639e+00,-4.6320825e-01
3.1029988e+00,1.7807851e+00,-4.7181807e-01,-9.0960488e+00,-4.0054272e+00,-5.1878515e+00,6.3379085e-01
-7.7962215e-01,5.2072290e-01,-1.8365460e+00,-7.8960232e+00,-1.0057129e+00,-1.2341099e+00,2.6247661e+00
7.8269104e-01,1.0804611e-01,6.9151876e-01,3.0117774e+00,4.9252508e-01,3.0667917e-01,-1.7263849e+00
-2.4353760e+00,-2.1852073e+00,-5.0328501e-01,6.1879923e+00,3.3484329e+00,4.4854030e+00,4.4561249e-01
-3.2475528e+00,-3.0254366e+00,-2.5959254e-01,1.0372826e+01,5.1778099e+00,6.8862651e+00,-2.5346459e-01
-3.8169220e+00,-1.5850859e+00,1.9739828e+00,1.2498526e+01,4.6207511e+00,6.4928133e+00,-1.5727977e+00
-4.6003319e+00,-9.3572640e-01,4.3092015e-01,7.7331088e+00,5.9609043e+00,7.9483974e+00,-1.2632922e+00
-1.2272631e+00,-1.0569994e+00,1.8951116e+00,6.2911619e+00,3.2099442e+00,6.0150707e+00,-1.5569887e+00
-4.8457336e-01,-1.4922471e+00,-7.9701885e-01,-2.8686758e+00,3.2003578e+00,6.7101963e+00,7.1203574e-01
1.5692797e+00,3.7362594e-01,3.1748836e+00,-5.9535690e+00,-2.5555036e+00,1.8281919e+00,1.4640146e+00
2.5819750e+00,4.9710027e-01,2.1641738e+00,-1.1886481e+01,-3.3217629e+00,1.5619830e+00,2.5786734e+00
2.2433203e+00,1.9699557e+00,3.2559543e+00,-1.4501389e+01,-4.6140450e+00,4.3361181e-01,2.7071018e+00
2.7320522e+00,9.0209010e-01,2.9653722e+00,-1.3062960e+01,-3.9108541e+00,1.6762392e+00,2.6872150e+00
1.6951397e-01,4.0495243e-01,2.7023276e+00,-1.1127117e+01,-2.2521876e+00,3.7782799e+00,3.5500681e+00
3.8800279e-01,3.4849323e-02,3.5986185e+00,-3.1647228e+00,8.3081231e-02,5.7829042e+00,3.7578995e-01
-1.4764403e+00,6.2798992e-01,5.7445764e+00,4.2268838e+00,1.1915662e+00,6.7172571e+00,-1.4613254e+00
-2.6531568e+00,-3.0895639e+00,1.6330714e+00,6.8890744e+00,6.2794505e+00,1.2384306e+01,-4.2040582e-01
-4.1227106e+00,-2.5230764e+00,3.7614476e+00,1.0590561e+01,5.4949736e+00,1.1789486e+01,-4.5829296e-01
-4.3814507e+00,-2.6134397e+00,2.5496361e+00,9.2446616e+00,6.6466214e+00,1.2736500e+01,-5.0931905e-01
-2.3541788e+00,-2.4865560e+00,3.6680342e+00,8.2722658e+00,4.2579738e+00,1.0551420e+01,-4.3187356e-01
-2.6745435e+00,-2.4522806e+00,1.3331648e+00,-4.4438850e-01,3.6302547e+00,1.0098061e+01,2.3578264e+00
-1.0861919e+00,-1.0197714e+00,2.0545804e+00,-6.2263975e+00,4.3228519e-01,6.7445425e+00,3.0945900e+00
-4.2188767e-01,-3.4795099e-01,1.5630176e-01,-1.4043609e+01,-2.7258660e-01,5.6799683e+00,4.3413954e+00
1.1289713e+00,1.8124763e+00,1.6096610e+00,-1.6089754e+01,-2.4658274e+00,2.6028245e+00,2.8074592e+00
3.3081570e+00,9.8681647e-01,2.3435936e+00,-1.3912117e+01,-3.8510581e+00,1.2343800e+00,2.3785563e+00
1.4895396e+00,-2.0671172e-01,1.7319611e+00,-1.2798510e+01,-3.4662133e+00,1.9048013e+00,4.4012442e+00
-6.0237342e-01,2.6450919e-01,6.0790840e-01,-9.5252472e+00,-1.9529228e-01,3.9608914e+00,2.6509246e+00
2.6644925e-01,-1.2979423e+00,2.2289543e+00,8.6240529e-01,4.0506469e-01,4.3541699e+00,6.5657604e-01
-1.6167166e+00,-8.7757020e-01,3.6670296e+00,7.8286142e+00,1.4166791e+00,4.6041595e+00,-8.1339723e-01
-2.1150057e+00,-1.2696571e+00,3.3124810e+00,1.2848369e+01,3.4000318e+00,5.7159632e+00,-2.4888228e+00
